Target,AccMeanX,AccMeanY,AccMeanZ,AccCovX,AccCovY,AccCovZ,AccSkewX,AccSkewY,AccSkewZ,AccKurtX,AccKurtY,AccKurtZ,AccSumZ,AccMinX,AccMinZ,GyroMeanY,GyroCovX,GyroCovY,GyroSkewX,GyroSkewY,GyroSkewZ,GyroKurtX,GyroKurtY,GyroKurtZ,GyroMaxX,GyroMaxY,GyroMedianZ
1,0.30824497767857145,-0.15897042410714285,-0.9585832868303571,0.015165665647485742,0.004273624210567268,0.001710246224979839,0.169246121215532,-0.5778557731322915,0.8501809342959978,-1.3237202695265302,-1.3542733160762237,0.8238355289987335,-13.420166015625,0.158935546875,-1.01318359375,4.349509269356598,1.7751290141011025,2.154269103660161,1.6618986592812286,2.2077602795417377,-1.1053664542808381,2.9570156994864245,6.184846387590646,0.23921893958879192,3.3511450381679397,8.725190839694656,0.3931297709923664
1,0.33787318638392855,-0.17401994977678573,-0.9508231026785714,0.01816087011452561,0.0051008846078600175,0.0023711618486342077,0.174542178621615,-0.4399257214368371,0.6847421311354659,-0.9801196220869379,-1.431499244585965,-0.2665393940244924,-13.3115234375,0.158935546875,-1.01318359375,4.114503816793894,1.8810761815540096,3.258918926187725,1.2480164205764859,0.7127408567769217,-1.0092026475009834,1.4678116403285826,3.672468150632097,0.12167029200297937,3.3511450381679397,8.725190839694656,0.3931297709923664
1,0.35011509486607145,-0.17201450892857142,-0.95361328125,0.01598506216164471,0.005474381394438688,0.0028549157656155926,0.060480269198469556,-0.34655549027730453,0.23012447594772129,-0.600516431689357,-1.3899972397778289,0.0259713828336183,-13.3505859375,0.158935546875,-1.05224609375,3.842966194111233,1.8250073159752087,4.045628632773892,1.2040821039353486,0.5635793545464507,-0.8477182509588613,1.53415797524822,2.2525455020262517,-0.04405463184883126,3.3511450381679397,8.725190839694656,0.3931297709923664
1,0.36209542410714285,-0.16981724330357142,-0.9575020926339286,0.017288435946454062,0.005691681589399064,0.002714913297485453,-0.1560963911600328,-0.3847141427172701,0.4616947317810764,-0.9137699881795169,-1.4670765749146752,0.5185722787687473,-13.405029296875,0.158935546875,-1.05224609375,3.7044711014176666,1.8165111795145013,4.276426679200404,1.4763114756822109,0.6929172735746647,-0.8541930053059797,2.2140430239436006,1.8950511611582481,-0.06553381017873462,3.3511450381679397,8.725190839694656,0.44656488549618323
1,0.36031668526785715,-0.17170061383928573,-0.9513985770089286,0.016880162469633305,0.005972517715705619,0.0035090305648006917,-0.14817160800482523,-0.34921277704252807,0.46524283027694857,-0.8345073525651681,-1.6077145065136165,-0.33270252129306865,-13.319580078125,0.158935546875,-1.05224609375,3.9874591057797164,2.0648662857450226,5.922011063931693,1.1704804900130235,0.7105660307237861,-0.7560594258751977,0.7088612957844942,0.45512003167712145,-0.0910123151412873,3.3511450381679397,8.725190839694656,0.6946564885496184
1,0.34116908482142855,-0.15823800223214285,-0.9561244419642857,0.019303099139706126,0.0061262374395852585,0.0038094559868614513,0.07770182839915928,-0.6159544989268224,0.5752375689976644,-1.1207864447306786,-1.1574189865598254,-0.5298437996260279,-13.3857421875,0.157958984375,-1.05224609375,4.112868047982552,1.1311554246115172,5.792993761090019,0.9680098209625363,0.5664372124927846,-0.9236396493818543,-0.30313091758233757,0.4516745901446579,0.08593709993004002,1.770992366412214,8.725190839694656,0.717557251908397
1,0.3248814174107143,-0.15400041852678573,-0.9609723772321429,0.021521975705911807,0.006529479563891231,0.0037579248239705434,0.2729449711293732,-0.6697401751039781,0.8335723871981541,-1.2940449581023936,-1.2179658590670646,-0.1454492763083279,-13.45361328125,0.15576171875,-1.05224609375,4.197928026172301,1.0323551805108826,5.723966814608387,1.0646612232908241,0.4576043596739535,-1.3481990014904661,-0.16317732837047597,0.4522475836177684,2.062633804545867,1.770992366412214,8.725190839694656,0.7595419847328244
1,0.32142857142857145,-0.14890834263392858,-0.974609375,0.021094649702638035,0.005759280134033371,0.0034705767264732604,0.3504821926921622,-0.823966552223969,0.9991464709285511,-1.1606981839201889,-0.6275761236760463,1.0271615270439596,-13.64453125,0.15576171875,-1.053466796875,3.958015267175573,0.8214677927398634,4.1903847274455,1.535583234096303,0.18867136816513824,-1.6679756976128306,1.816884467453845,1.2440525279732706,3.9146897655541224,1.770992366412214,8.526717557251908,0.7938931297709924
1,0.3335658482142857,-0.1544189453125,-0.9630650111607143,0.02382353111937805,0.00567752352127662,0.0054517290094396615,0.1979127119831946,-0.6102785727799035,0.9800591556702867,-1.5691730438923701,-0.8362048650767024,0.20790493381656633,-13.48291015625,0.15576171875,-1.053466796875,3.845147219193021,0.781580839765095,4.332546772614362,1.5017029132803377,0.3402371538232062,-2.0629489439388164,1.8723444903824842,1.0157349655663002,6.478884620756913,1.770992366412214,8.526717557251908,0.7938931297709924
1,0.35977608816964285,-0.15143694196428573,-0.9674421037946429,0.030225961090444217,0.005139510710160808,0.006146418196814257,0.11839596766979156,-0.6433170456772163,0.8064953045145041,-1.5093672039599255,-0.5033885679869193,-0.03635946080081472,-13.544189453125,0.15576171875,-1.069580078125,4.1401308615049075,0.9727042085587626,6.337846612335274,1.181108718243116,0.6397891400918408,0.572890870456502,0.15322517835924782,0.4119970152801629,-0.7490107550496403,1.770992366412214,9.213740458015268,0.8129770992366412
1,0.3701869419642857,-0.15761021205357142,-0.9718540736607143,0.027239840109269695,0.005142988739432872,0.006456883399041081,0.07567508244631932,-0.38055580053744914,0.8922331542400421,-1.3010402097723455,-0.7473496314017751,-0.10011543026390836,-13.60595703125,0.15576171875,-1.069580078125,4.292802617230098,1.8006110200038294,6.505131108038859,-0.5601708193442875,0.4305694539079883,-1.2633636064400344,2.11795835816611,0.042741563452892706,3.1495183186039717,1.770992366412214,9.213740458015268,0.8129770992366412
1,0.3907470703125,-0.16237095424107142,-0.9601876395089286,0.02461383663691008,0.004873069105567517,0.007599908244478853,-0.1866162842671081,-0.22328374298138964,0.5496835554439334,-1.0247655800740516,-0.5780376121461089,-1.0525569334172653,-13.442626953125,0.15576171875,-1.069580078125,4.39803707742639,3.783927394789233,6.436354857775515,-1.3459747419799228,0.2981417435813644,-1.0212854780079592,2.4996944011106743,0.03965447423150501,1.9862982795371462,1.770992366412214,9.213740458015268,0.8129770992366412
1,0.39620535714285715,-0.16502162388392858,-0.9579031808035714,0.022566876568637026,0.004589424355999454,0.007574381409110589,-0.1585918875813033,-0.18611214586984398,0.46189831047770075,-0.8600351102863535,-0.32847765257036965,-1.1067413926051917,-13.41064453125,0.15576171875,-1.069580078125,4.444383860414394,4.296768292019153,6.399261102512659,-1.2505280130230667,0.23829439340257288,-0.7277504746570118,1.9829472459121273,0.057142265706636754,0.4733584665468973,1.916030534351145,9.213740458015268,0.8129770992366412
1,0.37997000558035715,-0.1539306640625,-0.9524448939732143,0.029397566567410455,0.006416116769497211,0.008122280731306044,-0.3290129477882269,0.11000823116920364,0.28578486969382216,-0.9174071450487534,-0.3792454904825651,-1.4837024418717515,-13.334228515625,0.0791015625,-1.069580078125,4.740458015267175,5.023614431137304,7.396664171444191,-1.0381865095003349,0.05115814689490243,-0.5498447628475149,1.3450642909873634,-0.6081229459678354,-0.5344353302322365,2.618320610687023,9.213740458015268,0.751908396946565
1,0.3563929966517857,-0.14805385044642858,-0.9530726841517857,0.03046466000787506,0.006487082649063277,0.008162059954234501,-0.005724537732278732,-0.12064807027482682,0.30516214158603827,-1.1358936913762094,-0.44298380024277967,-1.4937827420540424,-13.343017578125,0.0791015625,-1.069580078125,4.64885496183206,4.949910383305874,7.351481220836154,-1.1396239505169934,0.16697058944770868,-0.7003190966346238,1.6426277648619392,-0.5493372385359657,-0.35441363030632245,2.618320610687023,9.213740458015268,0.8129770992366412
1,0.33103724888392855,-0.13303920200892858,-0.9623151506696429,0.027396142155259543,0.004814684063523682,0.007521919169268638,0.2727507351827223,-0.003954481794496673,0.6044447191127319,-0.8294542754691054,-0.6695946957628437,-0.9869634303191827,-13.472412109375,0.0791015625,-1.069580078125,4.941657579062158,4.743460606755288,5.875088928320094,-1.0170997843556928,0.29050521706249727,-0.6711174376054927,1.6809385161789046,-0.16872483620131126,-0.3196289105644015,2.618320610687023,9.213740458015268,0.8129770992366412
1,0.34286063058035715,-0.14175851004464285,-0.9461495535714286,0.029764015923489578,0.004742306994867854,0.0080492561990088,0.10528613564173209,0.31666857830361833,0.31370145734500715,-1.2233522972866075,-0.5018161954562969,-1.4386605411857412,-13.24609375,0.0791015625,-1.069580078125,5.511995637949836,4.807884732248115,5.258869299222427,-1.0727742239466624,0.4086663469104659,-0.6504491396602587,1.6727535116068177,-0.8981474071164963,-0.2060340860185946,2.618320610687023,9.213740458015268,0.8129770992366412
1,0.34041922433035715,-0.146728515625,-0.9441092354910714,0.029071226552292544,0.004744080396798942,0.008020020120746573,0.12738054223766296,0.5459814460319938,0.23673090724405796,-1.1338987210098754,-0.33428485250021434,-1.4557768569178735,-13.217529296875,0.0791015625,-1.069580078125,5.571973827699018,4.799459034060748,4.8594842893834835,-1.1634307948279266,0.5638705987733137,-0.6672942572492777,1.8469721154581793,-0.9942236954915415,-0.4404228021528852,2.618320610687023,9.213740458015268,0.8396946564885497
1,0.34763881138392855,-0.14203752790178573,-0.9534214564732143,0.031587669155099904,0.00397666764783335,0.007372949477080516,0.10700334236139553,0.8579132250972352,0.5289710607332372,-1.3420023982108467,-0.22338192060766374,-0.9807518268552576,-13.347900390625,0.0791015625,-1.069580078125,5.437840785169028,4.699053757849866,4.2577365237175355,-0.8764220749011012,0.6646483236400614,-0.7164211859749262,1.2324942759908983,-0.4428837914554009,-0.2118260750201049,2.618320610687023,9.213740458015268,0.8396946564885497
1,0.36354282924107145,-0.15475027901785715,-0.9524797712053571,0.0286313521338033,0.004141641187143846,0.007257714703842826,-0.07893368860995759,1.0061237215353462,0.5212372934735264,-1.0363729791136287,0.7108018754903495,-0.9440143016092573,-13.334716796875,0.0791015625,-1.069580078125,5.597055616139584,4.712597116769368,4.274003922771491,-0.9158829272747778,0.4199535811693228,-0.4196962514221466,1.2648067904325702,-0.6922388082887077,-0.9470567871339515,2.618320610687023,9.213740458015268,0.8358778625954199
1,0.38492257254464285,-0.16617257254464285,-0.9508579799107143,0.025462614638464796,0.004185186965124954,0.0071720382669470195,-0.35100363296494164,1.2675867978184214,0.469663790107262,-0.5488654824676861,1.753717807458825,-0.93049162900674,-13.31201171875,0.0791015625,-1.069580078125,5.635223555070882,4.711794440627259,4.193857974669135,-0.9363238390546125,0.3825113207342217,-0.437269660026166,1.2957337918207459,-0.6269485173620631,-0.9577221395476492,2.618320610687023,9.213740458015268,0.8893129770992366
1,0.3803013392857143,-0.1796875,-0.9559326171875,0.02604504207988362,0.007320514092078574,0.00865407861196076,-0.25582177210475693,-0.2025359799475301,0.08214923650599583,-0.7287612487725141,1.9367298292677437,-0.5411585156058388,-13.383056640625,0.0791015625,-1.12451171875,5.298255179934567,5.059690353350397,5.978622944563176,-0.9983170455653615,-0.05064045671303358,-0.5860868061361592,1.056134189861535,-0.3628222490333678,-0.4552891088841806,2.618320610687023,9.213740458015268,0.6221374045801527
1,0.36070033482142855,-0.16083635602678573,-0.9560546875,0.025659265098991014,0.012146942235611292,0.008615484604468695,0.056161273007680854,0.481975706170344,0.07491750808083342,-0.7377575310347414,1.332179172441421,-0.546612217822758,-13.384765625,0.0791015625,-1.12451171875,5.624318429661939,5.226161286996902,5.520640975480461,-1.0823631489634693,-0.3589401430598878,-0.6608029915419399,1.019959360099603,0.13003034304860295,-0.5187136400517505,2.618320610687023,9.213740458015268,0.8893129770992366
1,0.32606724330357145,-0.15169852120535715,-0.9525844029017857,0.02135224263746659,0.012233776378107589,0.00793554396419737,0.032223535025693056,0.22375756345550044,0.09930382160670738,-1.1307458850130003,1.108618432618816,-0.2817133458468257,-13.336181640625,0.0791015625,-1.12451171875,5.256815703380586,4.990993506231547,4.570269861832142,-1.005133979256195,-0.32783990822630166,-0.7587693462073335,1.117561392340689,0.42399319963062493,-0.35058575676748444,2.618320610687023,8.717557251908397,0.8893129770992366
1,0.3154820033482143,-0.14385114397321427,-0.9491664341517857,0.02340834121127704,0.012313358403824193,0.007505601906514452,0.1486978337011197,-0.0029821695092085727,0.037256482456462826,-1.3909319844135217,1.0076830230581217,0.025587750159517392,-13.288330078125,0.0791015625,-1.12451171875,5.145038167938928,4.133811267690413,4.615886648169173,-1.3852596315554029,-0.15194891218271098,-1.166661138468386,3.3653625311232602,0.27707474756089934,0.9311605679675415,2.618320610687023,8.717557251908397,0.9083969465648856
1,0.31038992745535715,-0.14156668526785715,-0.95654296875,0.0221305407665588,0.012272558369479339,0.006514961902911812,0.20343092900100013,-0.07431896017364995,0.13794159869652806,-1.1888225474537022,1.044046775827002,0.8530152519399723,-13.3916015625,0.0791015625,-1.12451171875,5.124863685932385,2.0719856741358984,4.63750639547507,0.06576245619142641,-0.12011030858137861,-1.3044782321770831,-0.2669241460649262,0.23269937985756514,1.076919177083088,2.618320610687023,8.717557251908397,0.9351145038167938
1,0.3271484375,-0.13710239955357142,-0.9477190290178571,0.02415580015916091,0.01263809859097659,0.007762788416265261,-0.05342639811769089,-0.18714426731057562,0.054853765944380954,-1.467219390117135,0.811048731707906,-0.04715314600881489,-13.26806640625,0.0791015625,-1.12451171875,5.118865866957466,2.7623422262720667,4.647709379368403,-0.1951447428082768,-0.11139707250226243,-1.6490220698852316,0.24087763870741352,0.2140201710177025,2.187660983434455,2.618320610687023,8.717557251908397,0.9656488549618321
1,0.35646275111607145,-0.15631975446428573,-0.9585135323660714,0.020525092934514134,0.0123558725629534,0.007595543350492344,-0.19874595241041587,0.09946064862729641,0.375390441120461,-1.6318590282720176,0.8765218110420935,0.21536858274938733,-13.419189453125,0.156494140625,-1.12451171875,4.7786259541984695,2.7942606894882402,3.989206295132555,-0.26523157080126575,0.07259838062227275,-1.6419448270464863,-0.053179641966221256,0.7901418629324173,2.1245344006264415,2.50381679389313,8.717557251908397,0.9656488549618321
1,0.3706752232142857,-0.15223911830357142,-0.9684884207589286,0.018016397298037355,0.013046656336103165,0.009591345276151268,-0.4165770241126242,0.036488164939526835,0.17381591599302051,-1.1885803004891577,0.4678514041449513,-0.24823239874457154,-13.558837890625,0.156494140625,-1.126220703125,5.233914940021807,4.238559063452718,6.40467076190522,-0.5392799382075155,0.5237757432171438,-1.3752748419137941,-0.09225270732869416,0.6919467182774479,1.3109471106943509,2.50381679389313,10.65648854961832,0.9656488549618321
1,0.39174107142857145,-0.16353934151785715,-0.9533342633928571,0.017502094363118264,0.01325038632193764,0.012096642137883827,-0.7488813150048678,0.31669595689890817,0.10356494907544983,-0.6313239505942569,0.4537134209475205,-0.7427304885243341,-13.3466796875,0.156494140625,-1.126220703125,5.591057797164665,5.218234099680403,7.628771089058978,-0.3686898161406987,0.2808550609949009,-1.3179496107584912,-0.8843724448442928,-0.3057970090768605,1.2533034768663278,2.50381679389313,10.65648854961832,0.9465648854961831
1,0.38511439732142855,-0.158203125,-0.9687848772321429,0.016390513587783987,0.01329227594228891,0.011198876978276723,-0.7197267292405526,0.1597076536810005,0.421364674099805,-0.5072220533033218,0.36778660495070276,-0.29093258066003636,-13.56298828125,0.156494140625,-1.126220703125,5.365866957470009,14.152571861446626,6.82228903897224,1.6218552830999935,0.48074376297250565,-1.316486581162452,4.182387778678493,0.48319320612168587,1.2108343764665332,10.152671755725187,10.65648854961832,0.9465648854961831
1,0.36458914620535715,-0.156494140625,-0.9814453125,0.019141578739815986,0.013255880429194521,0.012589793938856892,-0.4014722967980696,0.10895552791270884,0.5507250862786199,-1.2116493125043224,0.37986924772599195,-0.46515970213664604,-13.740234375,0.156494140625,-1.126220703125,5.843511450381677,14.172293297286009,7.448864374946792,1.6778495091085233,0.19577182027986376,-1.1846462200756096,4.313788205159945,-0.09938075572913424,0.5903962400878223,10.152671755725187,10.65648854961832,0.9083969465648856
1,0.33766392299107145,-0.14943150111607142,-0.9840959821428571,0.018167683383920667,0.013482556565777291,0.012689552464327961,-0.21621133609926213,-0.0873189786658676,0.623344856128045,-1.6075905019115435,0.24643315064454036,-0.44182851053151,-13.77734375,0.156494140625,-1.126220703125,5.729007633587784,13.829205437066276,7.433803391410783,1.6366996010329742,0.33888796557276507,-1.1706865331727772,4.3953299559219845,-0.023450334729957084,0.6524297843688435,10.152671755725187,10.65648854961832,0.7595419847328244
1,0.32913643973214285,-0.14149693080357142,-0.9863630022321429,0.018396853090642585,0.012757913096920478,0.012854657330355726,-0.010733394750273637,-0.28916611136084047,0.673714757894364,-1.693212807173094,0.7290118942591767,-0.45408106623880923,-13.80908203125,0.156494140625,-1.126220703125,5.553435114503815,13.829346313612959,7.505970604187512,1.6356485306715478,0.5399378101147126,-1.5347778383604869,4.392545098307289,0.06245141022158019,1.756645267913317,10.152671755725187,10.65648854961832,0.8931297709923665
1,0.3358677455357143,-0.14390345982142858,-0.9804513113839286,0.02085712715819639,0.01336090119330437,0.01361793246898019,0.08635398853757817,-0.27862853873737564,0.5038854693104076,-1.6223230484307052,0.44314539411735415,-0.908940964711056,-13.726318359375,0.156494140625,-1.126220703125,5.599236641221372,13.952469854019872,7.471706866643071,1.5071211081373714,0.48618357949303687,-1.4833653612672975,3.9788312533418195,0.05083852118963853,1.7174823389053218,10.152671755725187,10.65648854961832,0.751908396946565
1,0.35848563058035715,-0.130859375,-0.9656110491071429,0.025869778551898155,0.009243469971876877,0.012096504588703405,0.005269272541323469,0.27640002191418334,0.3456444828338452,-1.5842201992406697,0.6345981349659028,-0.9002149589660096,-13.5185546875,0.156494140625,-1.126220703125,5.9045801526717545,14.453683953713085,5.521309498729241,1.6956516153590773,1.14483858329704,-0.9833992105309726,4.318495488562455,-0.0971873320017716,-0.28780000380584947,10.152671755725187,10.65648854961832,0.751908396946565
1,0.36464146205357145,-0.14018903459821427,-0.9730224609375,0.024861571552989205,0.006213538266800268,0.010382420741594702,-0.09595181824859166,-0.7171428676613292,0.3822379321269695,-1.4273570463480674,-0.7319006838031651,-0.4044844596714396,-13.622314453125,0.156494140625,-1.126220703125,5.911668484187567,14.31573763920363,5.540135407975286,1.8891361017011679,1.1316028227017798,-0.7882091977084271,4.971793976699532,-0.13826394059202154,-0.7333327176179604,10.152671755725187,10.65648854961832,0.5648854961832062
1,0.38035365513392855,-0.13848005022321427,-0.9668317522321429,0.0213481046996274,0.006446931715849998,0.010279296518681997,-0.2471174106609158,-0.7010802918682985,0.18850453455412394,-1.0162854857186925,-0.7984948756590153,-0.43712156038601147,-13.53564453125,0.156494140625,-1.126220703125,5.954198473282442,14.424233391455575,5.3966372768307505,1.809229114751006,1.1438617639665847,-0.5557378484666735,4.663925144732264,-0.09446032694155976,-1.1717103087621357,10.152671755725187,10.65648854961832,0.4618320610687023
1,0.40842982700892855,-0.14456612723214285,-0.9741036551339286,0.018846727007037985,0.006305546550960334,0.011309692165353746,-0.467303317670469,-0.48643761849243733,0.2735512350359282,-0.6805081111975058,-0.9352474838185085,-0.7712813127119407,-13.637451171875,0.1689453125,-1.126220703125,5.869138495092693,14.536610292568566,5.81399557263436,1.7249501440488926,1.0205917005044371,-0.4854611804158694,4.351997868046615,-0.19883338224878105,-1.2194246622099714,10.152671755725187,10.65648854961832,0.4618320610687023
1,0.38985770089285715,-0.14055524553571427,-0.99365234375,0.024260923102661792,0.006613322666713176,0.015313927943890013,-0.39239500207615996,-0.5784560426866775,0.061119491073887346,-1.1420684399368501,-1.0148797489345327,-0.5724587534723748,-13.9111328125,0.1337890625,-1.2158203125,5.347873500545255,14.34054727976993,11.159486978844845,1.771653003590268,-0.6283199383583783,-0.3958992210767439,4.63272219745583,1.930182235592217,-1.1213052341697887,10.152671755725187,10.65648854961832,0.09923664122137404
1,0.36856515066964285,-0.14829799107142858,-1.0121198381696428,0.025915206461162372,0.006277136750273649,0.013368612134849642,-0.0740307235092099,-0.35535492242672695,0.3173471536169059,-1.4489024949461076,-1.0550614481358525,-0.033910916485965864,-14.169677734375,0.1337890625,-1.2158203125,5.061613958560522,13.881347689080334,12.9589047104635,1.7939813248366054,-0.47091144922759437,-0.0746378935287499,4.888292299124146,0.652927734080973,-1.3054367228334187,10.152671755725187,10.65648854961832,-0.24809160305343514
1,0.34476143973214285,-0.13420758928571427,-1.0109514508928572,0.027647466449947155,0.005229247795356504,0.013364157833895678,0.2161904100253936,-0.597096052532183,0.2821981042101222,-1.4757118489144079,-0.574421073329003,-0.047908537152327894,-14.1533203125,0.1337890625,-1.2158203125,5.1166848418756805,13.286862429569728,12.812059800813383,1.764416087693651,-0.5260281913515337,-0.39706632854440954,5.109784345389488,0.7939236698266188,-1.1225376827524862,10.152671755725187,10.65648854961832,0.09923664122137404
1,0.3297642299107143,-0.13541085379464285,-1.0027553013392858,0.029622384480067643,0.005023815147169348,0.012269757606170755,0.4077770052127719,-0.6537896351270982,0.16243092262465486,-1.5328580845285416,-0.5259802022399342,0.3975201682972125,-14.03857421875,0.1337890625,-1.2158203125,4.672846237731733,11.544808667237426,10.2741265494019,2.090538187698721,-0.708685239351575,-0.5599072932469562,6.489643161245367,1.5559605921554664,-1.1375065948699623,10.152671755725187,9.557251908396944,0.4618320610687023
1,0.3074253627232143,-0.12254115513392858,-1.0221470424107142,0.0275839125062083,0.004294867371464824,0.008150177997547572,0.7599299199089182,-0.989718269090054,-0.3315998344016661,-0.9544420339147959,0.5760014129457535,0.24654111302802242,-14.31005859375,0.1337890625,-1.2158203125,4.320065430752452,9.98521340555604,8.34574338312467,2.5596331799609815,-0.9579771805718974,-0.582112031965509,8.256475365344883,2.600302591726933,-1.1953590511205558,10.152671755725187,9.557251908396944,0.5152671755725191
1,0.3092564174107143,-0.13047572544642858,-1.0180140904017858,0.0280745160448682,0.00513067350282774,0.008210486435628203,0.724967876893067,-0.6797851146072028,-0.48023432031559127,-1.0671385983761454,-0.6316944183172007,0.2897261050559457,-14.252197265625,0.1337890625,-1.2158203125,4.37895310796074,2.0201277366069674,8.552178751846622,-0.4272468083223527,-0.9691187789701048,-0.6042907002346156,0.6949638692700244,2.4223269542346126,-1.1539431606639245,2.061068702290076,9.557251908396944,0.5152671755725191
